clientid,sexid
521,0.4570203900127788
537,0.8948599719643084
541,0.6765342170768901
553,0.7753657823543059
570,0.8995787046792921
591,0.8974398913243705
592,0.6391832961970534
599,0.3746128451788082
605,0.6070112922739234
629,0.7142865394123655
667,0.5343115759103605
694,0.4943186384754693
697,0.10094177032687274
700,0.4474097750884434
701,0.10830018932071139
706,0.36353638825882384
710,0.26445812690902
711,0.20799703797117342
712,0.5036207042484103
713,0.21019968274461054
715,0.09731789507046527
716,0.17135625778739183
720,0.007578774667641005
723,0.8406257420895984
729,0.36157892262348057
739,0.00892160741341139
742,0.8240146493199337
745,0.003467487018625457
746,0.0074234070294388905
748,0.000816944539288551
749,0.3080149009217478
757,0.008639839975065905
764,0.01158391941388205
766,0.00033005217851172494
772,0.9974469798727332
780,0.6527386405409507
794,0.9941623507621962
823,0.37456186044209283
840,0.7922424559000577
847,0.6583395539821142
865,0.049408266735891826
866,0.1284276104063997
876,0.0015090501192670297
879,0.12511389367100428
882,0.0257611523227487
883,0.061014285107183416
884,0.23062952718148355
890,0.14706897325855658
891,0.01814600992709962
892,0.03352439935630741
896,0.1724005033349013
899,0.02375420600568212
906,0.12104529399404103
907,0.26520415412327936
911,0.5540410466422986
914,0.9199423843664594
917,0.6598220768989393
942,0.11419108315045248
968,0.01928055689142937
981,0.5831447818043224
987,0.7413267095672792
1004,0.9965014675654444
1026,0.9916551696586002
1027,0.4936077996234898
1051,0.9770263556719501
1065,0.6510655711820319
1073,0.8812231387468684
1076,0.9233055818820063
1079,0.9812260354640665
1083,0.9831285255001907
1130,0.4548649944002257
1136,0.9911305397270149
1139,0.9960644203715541
1155,0.7642497075339272
1176,0.9827299233864035
1180,0.9904934837324071
1185,0.9696384857042187
1190,0.10686080146743972
1191,0.3576302057374476
1209,0.20985697270195894
1213,0.05492815459259649
1222,0.08518850477283484
1227,0.3040545912118326
1229,0.6874231161361476
1240,0.0552989688333011
1244,0.3292837193330994
1245,0.9547478331182866
1250,0.753055149945188
1252,0.3803270878554148
1255,0.8289928893136801
1264,0.04041017045514088
1297,0.7540706992705641
1301,0.9656657575878332
1306,0.23767928331805208
1313,0.14537103115139813
1314,0.33914407335070784
1320,0.6856655410402307
1350,0.9512776480241739
1383,0.9977886050143951
1421,0.9907415061497638
1423,0.9791647677841449
1427,0.9434705163606908
1474,0.9599746814642837
1475,0.6500230374409135
1478,0.990702483423517
1487,0.992773457528591
1492,0.9987458311931573
1493,0.04090724714514561
1494,0.1346607802654991
1502,0.847205483738755
1504,0.43250879563538813
1511,0.06181348661347928
1521,0.061264098300775574
1528,0.004189931085616996
1553,0.31472388653898437
1582,0.5261646882747244
1588,0.3766592744001607
1595,0.17965777653951776
1597,0.2418667961485807
1600,0.02585813417809185
1601,0.3050271539265905
1624,0.7607242564104142
1629,0.5933004703289394
1633,0.731074560703934
1634,0.848208588245322
1635,0.3538639336177424
1650,0.8548067800188496
1654,0.41467364511745425
1661,0.0935372403050298
1665,0.1604382995836069
1675,0.4043393711331236
1676,0.4391496273993952
1718,0.8982288836468155
1721,0.654229710539559
1726,0.8538631758628086
1729,0.15826421692360743
1733,0.9896651832636282
1777,0.03682358077608414
1789,0.0012169231713502553
1818,0.0004946859676295365
1819,0.005369503600336852
1820,0.0019750018823083983
1823,0.06064142478109446
1827,0.021478279708818472
1831,0.0003526646007874814
1832,0.0009164406626601022
1846,0.29131183149772666
1868,0.10771135366487276
1872,0.004610980262171601
1880,0.1527245642084921
1885,0.4963180283101136
1891,0.8718550880138907
1909,0.9405046914595279
1912,0.4347554385006592
1933,0.15814749072586665
1934,0.8093599707198195
1939,0.19585610691768035
1951,0.10446489200124165
1952,0.3341586521141557
1978,0.6266401609835125
1979,0.47680464964590785
1982,0.4694693710860447
1995,0.24373956512784942
2028,0.7569446283827294
2032,0.941130380123355
2061,0.580567781251223
2085,0.8524285583491296
2103,0.9553292844661643
2105,0.9278707736527184
2116,0.7105017304256311
2121,0.5583801982357565
2122,0.26748668188247404
2124,0.9346552373582803
2136,0.9974471002023577
2137,0.9568583251319955
2139,0.7730397529605462
2146,0.34230359688220685
2147,0.26550293971914807
2148,0.7395022231828365
2150,0.730726743468349
2153,0.8273387183734806
2161,0.9993099748227819
2163,0.9996062418060773
2165,0.9994759008891936
2169,0.9995862823901769
2174,0.9995337985273437
2183,0.9995565086443013
2210,0.033742943480221506
2211,0.0011006560413746624
2213,0.0009066612739194237
2254,0.8214379026892403
2267,0.5406796613054459
2282,0.4001378943987318
2309,0.579858430965633
2317,0.5572505320003224
2326,0.4403685274434457
2328,0.5183278023002265
2329,0.6058487977208465
2342,0.5211257878585289
2352,0.40250097105279825
2353,0.325822566838382
2355,0.7218645472600295
2360,0.5790853305026786
2373,0.016238845031184508
2377,0.9990051956640834
2383,0.9724965548232231
2387,0.001374436914734892
2390,0.03057762949180961
2397,0.8188890221640761
2404,0.7932536698236531
2409,0.9931767399576316
2414,0.04548503056714417
2420,0.8600174703338203
2421,0.5372008097505886
2423,0.27888753307580305
2431,0.20673316356719043
2444,0.3597646983645036
2447,0.5483968227707202
2452,0.9464913885216842
2455,0.6682490042180649
2458,0.9544433412301867
2464,0.5976534621674742
2480,0.46489846705593163
2482,0.013507219251996917
2494,0.4969232364425662
2503,0.05998830706439202
2505,0.0722017263204615
2513,0.9932094759870689
2514,0.03904210980729363
2522,0.8917486773105878
2534,0.3506387739279499
2539,0.4167726602341542
2542,0.6267203542101067
2545,0.990181442784662
2548,0.9613526966001776
2557,0.3847021554978867
2572,0.44468865710944666
2587,0.945803690255384
2589,0.585819015894331
2592,0.9602654383492336
2597,0.6335060618158773
2603,0.784524483033647
2605,0.7971635571359535
2606,0.9307968697453827
2611,0.9514974972291966
2621,0.9105446318173727
2627,0.05948361878051116
2629,0.688889709638079
2636,0.11052138624304599
2646,0.4604580848779308
2654,0.32213524391179343
2657,0.27124901089935743
2663,0.7892914750149467
2667,0.16601347175071743
2668,0.10751600252527005
2677,0.8026778382127266
2685,0.16201527572228402
2687,0.24440027026624717
2692,0.2872667163341363
2693,0.42132156560949136
2716,0.5970655132374323
2717,0.5402737427962646
2726,0.6883935122168149
2729,0.15445512861443514
2743,0.9725329556251437
2753,0.19190833622616146
2768,0.3423039660292023
2769,0.3158882663276439
2781,0.29020044165968406
2783,0.2902004416596841
2794,0.5672625271815865
2796,0.6921884205045742
2838,0.9913643536261727
2847,0.2646173340224027
2865,0.9141583517797326
2866,0.9233026352842048
2867,0.553008616448124
2874,0.8840962853025311
2876,0.34614543239237494
2890,0.6478915306384841
2892,0.8687249504401193
2894,0.9880695318036556
2909,0.8495445519518775
2940,0.9352593136805039
2965,0.9458694058955789
2970,0.9579264256765172
2997,0.8667272633368228
3045,0.8927152990408364
3081,0.9570690848235628
3086,0.9896330337598751
3115,0.02606702328504303
3172,0.06610447128275275
3185,0.6523875141809183
3204,0.3639377734427871
3228,0.6798917263616064
3229,0.6140414747686022
3237,0.8194455433485242
3238,0.05146963018388768
3239,0.05146963018388768
3249,0.9419406122755847
3250,0.8505342933982519
3252,0.606895314621218
3253,0.4047409806003879
3298,0.4592395062722435
3300,0.845057135543789
3303,0.9729185914480456
3315,0.3627357974168862
3319,0.06929039428027481
3322,0.15130972854520086
3323,0.5911148184985762
3324,0.5986317952753909
3329,0.9637657417188981
3335,0.625655649198831
3372,0.9682110863324681
3384,0.8437221327800246
3404,0.7686838565282734
3408,0.22894303630292054
3412,0.8608698625261226
3419,0.981060839148305
3424,0.9912811536750199
3427,0.9984577367508465
3432,0.8945523618903753
3433,0.3550332096705056
3437,0.9946800066101498
3451,0.11657662975715374
3456,0.07509933239086337
3458,0.2841078567752514
3469,0.7607098823946071
3479,0.7007213207568622
3482,0.996153815846216
3483,0.7326361975892843
3484,0.8900446505058554
3497,0.5416125236389301
3500,0.6464318006420005
3505,0.9287934276662096
3516,0.034480860878424585
3519,0.23729626900947273
3520,0.2906213285608166
3524,0.003017501736046603
3530,0.8477833064636132
3535,0.905258457327848
3545,0.06255223870694639
3548,0.15122852846541088
3549,0.06951309490977724
3552,0.35391132474412834
3557,0.1376920799277499
3559,0.735618695909162
3560,0.46321275241621446
3561,0.17878513515303307
3564,0.8954876846726946
3565,0.05370578720692687
3568,0.07333142948987388
3569,0.20954544717958884
3572,0.21841586378196706
3574,0.6370720444854855
3584,0.1653165703378324
3605,0.8096807709627104
3606,0.7668962143473236
3612,0.021950291393325362
3619,0.9992208166589276
3621,0.9972529125633396
3630,0.7097138708074558
3631,0.9833111841937585
3636,0.21236048922445513
3649,0.8594490033155975
3650,0.9732158258689934
3651,0.9898715608109105
3652,0.9053157748446065
3653,0.9978893665864677
3666,0.6166710283572634
3680,0.8763436673271031
3681,0.9987709207619146
3693,0.23991884199950533
3704,0.8012386011061103
3706,0.6025343130989294
3707,0.3956670050105745
3715,0.07267850451781104
3724,0.12819925963568768
3731,0.18704335326451152
3733,0.6809699278465272
3747,0.5936744256875799
3754,0.5298458660763711
3765,0.9735223605427233
3774,0.991430208570181
3777,0.9925131554284351
3787,0.9869126280319196
3803,0.6237045674300609
3825,0.746448642561332
3829,0.48897891708012536
3835,0.572986824258857
3840,0.4374366742726339
3845,0.8340318772365907
3864,0.8206879008642566
3876,0.8846028463412083
3881,0.9549684202652596
3883,0.7697969080021869
3899,0.9836879921261827
3904,0.00476413622589006
3906,0.49826793316778034
3910,0.3997364449469838
3911,0.5879934792351493
3915,0.2050385448452143
3926,0.6287894569159794
3929,0.6585603185242412
3932,0.6438282907093591
3942,0.9385857982428191
3943,0.9385857982428191
3949,0.09684631908947683
3951,0.9412694248603861
3965,0.39370336197643363
3976,0.17907153356570918
3979,0.7709938339202451
3982,0.12837322593309408
3989,0.046356671122396165
3993,0.01313933985302879
4004,0.22877360487879797
4005,0.15467395612993093
4027,0.1501814363583695
4028,0.8127022913486002
4029,0.702986125779596
4040,0.8139458735139053
4044,0.7058621430581491
4048,0.9046520667905442
4067,0.3364119226512099
4075,0.5688721420670703
4083,0.6320993081965297
4113,0.6445947449479676
4117,0.6466567097055983
4122,0.8397352411777562
4128,0.7166205739648484
4134,0.693520356137785
4137,0.4319645979053265
4145,0.9771293723371853
4150,0.7741691920371864
4151,0.9269971623149527
4157,0.9287352161031566
4163,0.9327339720807113
4176,0.5703012763221001
4178,0.7776768796842689
4185,0.840297905429448
4187,0.3895770430055135
4200,0.5256618640866075
4207,0.8017448557938791
4228,0.7959465117406285
4229,0.7865921266638813
4231,0.5152910540901217
4232,0.6803712031836785
4233,0.5986564075317491
4235,0.8608287031529956
4240,0.6939166116513142
4241,0.6192490241315352
4243,0.8365006485806056
4258,0.35333241632813056
4260,0.22009936675579117
4265,0.07751447250509975
4266,0.47240133603681045
4267,0.6900863887739751
4269,0.3996639792355535
4274,0.5230872665538222
4278,0.8331564072819069
4286,0.006344069816458714
4296,0.06720266130178805
4300,0.3561027863932188
4310,0.3478888535591334
4318,0.3438839550951889
4364,0.30831261935519366
4368,0.5000640421483864
4369,0.35290441488639884
4383,0.5358696100723538
4448,0.4845242138706771
4449,0.8903376460300777
4451,0.8319209752274064
4453,0.8569072989736932
4459,0.8133561525403744
4519,0.9752961837569106
4554,0.4161848882274392
4580,0.9437420104896489
4584,0.13137390148503625
4593,0.45091306802688375
4596,0.5721575631906815
4606,0.9558708370429931
4608,0.45126875380477866
4609,0.13453020937934676
4615,0.681305997830942
4627,0.9980086851978164
4628,0.9831756200835465
4629,0.9922230514891105
4636,0.9913377084049506
4637,0.9810942379630667
4643,0.9829012235660831
4648,0.9991173222787026
4650,0.01365165672948288
4663,0.9866084737137144
4670,0.9837545510850703
4672,0.97630495411722
4686,0.6061336739051743
4687,0.9629972164728475
4694,0.5440103816927291
4695,0.00498263560222689
4696,0.8053412221313285
4709,0.14042217852116284
4715,0.1351257021928089
4718,0.3455824143913041
4722,0.027862554236370733
4732,0.28143991672596885
4734,0.5725551228155856
4740,0.20084314958497487
4743,0.18773147424334322
4757,0.1911015822458724
4764,0.7015847329314089
4773,0.12623738035469206
4775,0.7391196842645853
4787,0.3603811365769382
4788,0.7767317950937234
4823,0.018865764792224158
4825,0.007286102569126723
4830,0.032000759522569325
4831,0.018865764792224158
4935,0.6175686815655093
4963,0.13413467533026263
5039,0.43243957467495353
5042,0.35676642890188104
5043,0.17912235787898523
5048,0.2175158728326641
5049,0.9483574889855794
5052,0.4785814633409752
5053,0.4952342433499252
5067,0.02496372288977371
5082,0.37533456507756835
5083,0.16213464084575724
5085,0.4763515045721996
5095,0.02492134703876332
5157,0.3562196578689204
5161,0.04197932161500714
5170,0.6147688773926234
5182,0.2584898221035068
5188,0.4647670035823449
5189,0.5045340789440868
5191,0.0093388610057378
5199,0.010113730990325814
5217,0.9948012950814086
5224,0.9509326868883986
5229,0.7244566085020756
5231,0.9035797651039399
5234,0.8004032717341157
5240,0.8006016063294218
5242,0.8931560962440069
5253,0.9187546753792337
5256,0.048265349371093134
5270,0.3450548839570346
5275,0.8870074223058372
5277,0.3383871612034789
5285,0.30359361956649805
5286,0.41996326793855576
5304,0.1180457728436264
5324,0.9798571454559062
5329,0.9814231054127857
5332,0.9989963027217647
5337,0.9986893391978704
5339,0.9940592806362545
5347,0.863989992015107
5359,0.9081346835285239
5360,0.831899018565053
5372,0.41215680864785464
5376,0.5343622943778887
5378,0.17583318502102419
5415,0.17641207034559392
5441,0.9909011830540102
5442,0.2812060388886114
5455,0.14561819172741824
5457,0.5761185795038746
5464,0.8895592660344842
5481,0.9799723099402895
5486,0.9912568646612244
5487,0.14384883600883014
5489,0.9353045374929602
5491,0.7981421805738957
5495,0.9340229732408859
5504,0.9852669037113643
5505,0.9275728226660959
5506,0.9397562291912712
5509,0.7061798273547217
5512,0.8974717247191055
5515,0.911349380761447
5538,0.9558325642332202
5539,0.8781932692297238
5554,0.9593657564199696
5558,0.843364765173245
5561,0.9036540893138071
5565,0.869691866864196
5566,0.8952592475590175
5569,0.936413687943302
5572,0.7640746031304565
5577,0.6505703539399196
5588,0.6556356235025986
5599,0.03294845431248989
5605,0.07122321019318899
5633,0.09944751417131502
5643,0.6457683904123153
5649,0.20753361159439607
5656,0.8598442338710439
5659,0.6457683904123153
5660,0.37250291464302737
5661,0.3447836571884954
5664,0.5188648225670587
5666,0.9908200320733324
5678,0.8487190049919469
5688,0.5608802776145122
5700,0.9907829906805112
5701,0.9180107539143824
5709,0.4939596335868172
5718,0.022360811426245828
5731,0.03773658283659487
5736,0.8870856757039466
5745,0.4037908297050738
5758,0.873648800848722
5766,0.7363097152821253
5768,0.24109051100972553
5770,0.4401065588443257
5773,0.08760460847668987
5784,0.920023113980499
5794,0.09965853876487445
5802,0.4925408445341112
5803,0.22647520236496593
5813,0.07011370894920071
5817,0.1687699207370649
5831,0.5213089888612169
5834,0.5485289778897291
5867,0.5577484067024613
5905,0.06730632259405886
5935,0.517431588719974
5937,0.15673996296896325
5938,0.7332789930080263
5943,0.7442123328801379
5962,0.07960068133446312
5981,0.7194710455043138
5989,0.5005698979178934
6000,0.3898763892877921
6003,0.5905684745987009
6010,0.8412329555704534
6020,0.9953166165381054
6028,0.08754112963114655
6036,0.33006412577860395
6042,0.9993235168163399
6053,0.9738747295047985
6056,0.9746815638119629
6059,0.9704879190806085
6100,0.19319881398522415
6120,0.8382677928174628
6121,0.5262610204156398
6125,0.22946255615774988
6127,0.696136036501449
6129,0.6885907283336745
6136,0.8809939348891982
6140,0.43422281587536415
6141,0.3036636165633937
6143,0.47275769857512956
6158,0.9040857596209898
6163,0.9588600155979529
6168,0.7765937722071407
6169,0.858541484128819
6174,0.9833084588734772
6175,0.678659489028868
6191,0.9922459540083824
6198,0.16080994480167546
6210,0.6172488125736303
6219,0.6721983218168102
6222,0.05509880397767813
6231,0.7489329834162735
6234,0.0912982292246815
6236,0.6880875552292101
6238,0.33999903354706823
6260,0.893435874279544
6270,0.8244262542219871
6279,0.6860639807767106
6280,0.9339187523296332
6286,0.8032354594254162
6287,0.511612638476074
6299,0.5967880817961371
6301,0.9902323037663755
6309,0.5689246015341634
6338,0.43068190596292955
6349,0.9153582495095197
6362,0.4871237846024454
6369,0.9507495633974112
6385,0.6997162719318987
6397,0.7950487360766948
6402,0.7426266435585724
6405,0.1963193007525968
6407,0.9971711331941077
6412,0.5325762769243614
6423,0.4157997945281557
6455,0.4177567932854226
6464,0.9664541433703892
6465,0.9687714385134771
6472,0.9914404526645089
6480,0.9648311756580629
6546,0.9986253590157718
6589,0.9135483548434798
6590,0.8404433773809704
6600,0.5087869709396509
6601,0.01520220638105838
6602,0.1551025170342633
6608,0.7835739453406826
6613,0.7282611843970183
6616,0.09038065187801134
6618,0.027142547215928882
6622,0.19777756735198468
6628,0.28125176190336726
6642,0.1545235463380618
6643,0.5702526992134452
6645,0.10209822346789445
6650,0.002313445727151503
6651,0.2721794910642863
6658,0.11179367530548999
6659,0.20634152660181423
6671,0.823632625526481
6678,0.6445534125074461
6679,0.6083000298275186
6680,0.8290694282495712
6693,0.7849506743748745
6705,0.9153124862711702
6707,0.5576831453571429
6714,0.6221320913378526
6716,0.5601084788953155
6717,0.5488738312423977
6723,0.3815463559520957
6728,0.9028709280572835
6752,0.8779778544139752
6755,0.5384905212685426
6767,0.8635163619647634
6782,0.9926810079690591
6788,0.5504427333541074
6797,0.5315294167818114
6804,0.007857551116029475
6808,0.5482354525321869
6810,0.006978130724017784
6841,0.033035339784959664
6860,0.7343049649444418
6869,0.2901216943838759
6873,0.08461745803928891
6874,0.048289722480794245
6899,0.9914020628541986
6902,0.5000553520552391
6939,0.9913332083241622
6981,0.9303959278640801
6991,0.966614755331662
7003,0.9002407251235492
7035,0.9379140968735952
7040,0.5553075021644059
7048,0.45303353854153966
7138,0.9071076824937502
7145,0.9958732537663066
7148,0.9999918195290542
7156,0.2932435008645625
7157,0.9033879780528155
7158,0.6742613440556765
7160,0.9998941976780062
7172,0.699573458476806
7176,0.8243008591860209
7187,0.9635328138693581
7192,0.9975696256311438
7201,0.6207973639973763
7212,0.828978314060964
7233,0.9435610397478997
7236,0.027638952347939102
7237,0.09018739602399876
7238,0.2206429161571786
7245,0.0008010883555256603
7246,0.962108988446366
7247,0.9617616526754665
7250,0.9713390152602731
7267,0.8800277057995267
7268,0.7306979580887184
7284,0.9962520545631668
7288,0.994012533323037
7291,0.9109142325431636
7300,0.7265510391479867
7302,0.6671849663936458
7330,0.9356215760890411
7341,0.7504704869921014
7342,0.9230257940745402
7366,0.5303163072805588
7374,0.13458516841837712
7403,0.4098839846327851
7430,0.462669665528034
7433,0.6078540240403003
7446,0.2916621694327238
7456,0.33375109979162315
7458,0.11758812251037641
7462,0.38504653843986064
7466,0.49977609397270567
7518,0.8808170081726633
7546,0.654005866856803
7554,0.6136775207439545
7564,0.8022251223452337
7646,0.7347728184637915
7658,0.1460274569307991
7700,0.7843664359220434
7703,0.9843423581697186
7737,0.9896707797098215
7739,0.4280861888234367
7742,0.1089288389327118
7761,0.9966071216156227
7864,0.024578114741200485
7868,0.7288367482835125
7900,0.9741591433665342
7916,0.3223237125937457
7919,0.8929452834670613
7926,0.7728745910657313
7949,0.9618971165580179
7966,0.6958358003484041
7974,0.8858065470919803
7976,0.8514022840351476
8061,0.5537403953053737
8088,0.6607532036702749
8096,0.367355836792236
8104,0.15662047223511055
8108,0.3291596672635724
8117,0.4211069427361197
8129,0.4511321086494234
8136,0.9507545656822133
8141,0.8464276485456477
8142,0.9631748617987892
8162,0.9970253450268518
8201,0.8268946390709032
8203,0.3671766517172672
8213,0.31485492687605066
8216,0.8478668985096252
8218,0.8308605007730779
8228,0.8249501556576024
8229,0.683144455131981
8230,0.9557001902830085
8237,0.9214789693931168
8254,0.6459996290120742
8266,0.6347575742421654
8288,0.6955393533803531
8290,0.8194111391295472
8300,0.4535908917261311
8301,0.30521088142740105
8305,0.0005594375273752295
8311,0.8027556843506685
8321,0.9694221347044226
8336,0.8807819630968976
8348,0.8375395449686213
8361,0.09532711083277678
8377,0.9552154074810125
8397,0.8127552683274819
8404,0.9385582705589043
8415,0.8589308188758558
8416,0.9695384305397221
8430,0.28687537551967884
8433,0.5020036768557571
8440,0.9991964394587168
8446,0.8428251359378289
8468,0.9966026598597926
8476,0.363711087913422
8481,0.2420180644045804
8484,0.4445554893556509
8503,0.9535879891656567
8507,0.9956681549356738
8516,0.9795616669507
8532,0.8044165915026478
8533,0.9460414621409554
8534,0.8601641076210231
8537,0.5545447741201243
8574,0.6878956983507047
8577,0.9701627539785282
8585,0.9690912479160811
8604,0.877394413060529
8606,0.9450834161365401
8617,0.9999798386730001
8629,0.9794766047645634
8638,0.24202627370423943
8645,0.24470480526652505
8646,0.19735971783837847
8647,0.08894553931839771
8649,0.5402660072147989
8662,0.3939611545397679
8693,0.4735141741248963
8711,0.9628438949440457
8716,0.7346702583302289
8720,0.6704641388755989
8722,0.8164508052733341
8727,0.9708118585379127
8733,0.9577004906436813
8734,0.8750661375238472
8736,0.7801900736431935
8744,0.918376337616387
8745,0.28354296262609124
8751,0.49964073860994607
8755,0.9208832773166049
8761,0.44132010772431635
8767,0.9536981678000154
8774,0.9609912130247262
8802,0.8902269316296791
8814,0.9988960086297369
8829,0.5866150959427725
8838,0.9370367595357221
8912,0.8759094237263642
8951,0.7448838657304009
8965,0.9960661375188619
8973,0.9760472072026442
8980,0.7881045034863737
8985,0.9795015448920824
8986,0.9785077521741466
8995,0.9788892203132786
8997,0.9940916302840809
8999,0.9769829501102572
9003,0.7725657696490404
9006,0.9401229269499505
9018,0.9901052050918369
9029,0.4952368748781555
9034,0.04457378027021208
9038,0.15059027168804984
9040,0.7588560704250128
9068,0.9992784922647576
9074,0.5001401628776988
9082,0.8488566238866622
9102,0.331123888184968
9105,0.6773769120604768
9106,0.006390194270187617
9122,0.8588263031508464
9169,0.4848868455046983
9173,0.14688856781249876
9175,0.6595700425465606
9185,0.9702671400614614
9203,0.9841825290017219
9212,0.7282306620681973
9217,0.9328167854922705
9230,0.8642946927314868
9231,0.984941765830943
9243,0.9460582057062793
9254,0.5733110914015089
9255,0.9232234154500057
9260,0.834469006773623
9265,0.8015303919861613
9275,0.9940458363477312
9298,0.06187169510425925
9303,0.003164781903600195
9315,0.9309488408531759
9325,0.971154362277719
9335,0.74620871551013
9340,0.02074670311812053
9356,0.9106269646389425
9357,0.9933375556608268
9358,0.9775559959349219
9366,0.2936436246974996
9370,0.952136807811763
9373,0.9989620697244379
9382,0.6607930552858826
9397,0.9950433982148623
9406,0.8134625470883892
9418,0.9147730087067395
9483,0.9286757424077667
9485,0.9996185635078859
9490,0.7466488293807958
9516,0.5338063013086378
9521,0.9987242257421424
9525,0.5911902866134373
9529,0.8208520474369897
9535,0.25007007209296517
9544,0.4980624455300253
9545,0.4906145654876401
9557,0.7263291038072021
9558,0.5997859356914046
9586,0.5680397663777342
9594,0.3688726008468146
9605,0.23772749638512877
9615,0.2379913148455852
9617,0.25113710044235854
9625,0.5783104529063846
9643,0.9002661546969106
9648,0.2944623453699521
9650,0.715021279827524
9776,0.8498751818277543
9779,0.09052934025423795
9790,0.8839126619528795
9824,0.5471651713405703
9972,0.5767572471581621
9991,0.9923301299202532
10313,0.9649598038947356
10317,0.4693262017911882
10332,0.9769098159332282
10339,0.12363083166048318
10353,0.8804068126632956
10363,0.059537091705300964
10387,0.9853832354287108
10388,0.9972852514812433
10395,0.9982730185226655
10405,0.9315529455260549
10409,0.6921749514023389
10799,0.8776526190835563
11281,0.9980458795683684
11332,0.986126660369008
11602,0.9905026397963562
